subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_102	 2	 1	 before	 1	 2015.jpg	 14	 0	 2.141403	 4.027681	
MRI_faces_102	 2	 1	 before	 1	 2248.jpg	 13	 0	 8.027733	 10.027722	
MRI_faces_102	 2	 1	 before	 1	 2125.jpg	 4	 0	 11.027775	 13.027739	
MRI_faces_102	 2	 1	 before	 1	 1035.jpg	 7	 1	 15.027748	 17.027771	
MRI_faces_102	 2	 1	 before	 1	 1130.jpg	 44	 1	 19.027893	 21.028064	
MRI_faces_102	 2	 1	 before	 1	 2181.jpg	 9	 0	 27.029172	 29.029400	
MRI_faces_102	 2	 1	 before	 1	 2118.jpg	 5	 0	 30.031453	 32.028022	
MRI_faces_102	 2	 1	 before	 1	 2089.jpg	 15	 0	 35.028099	 37.028086	
MRI_faces_102	 2	 1	 before	 1	 1019.jpg	 43	 1	 38.028132	 40.028206	
MRI_faces_102	 2	 1	 before	 1	 2209.jpg	 20	 0	 44.028232	 46.028307	
MRI_faces_102	 2	 1	 before	 1	 2043.jpg	 39	 0	 49.028326	 51.028377	
MRI_faces_102	 2	 1	 before	 1	 1052.jpg	 49	 1	 52.028395	 54.028425	
MRI_faces_102	 2	 1	 before	 1	 1173.jpg	 54	 1	 56.028357	 58.028412	
MRI_faces_102	 2	 1	 before	 1	 2112.jpg	 19	 0	 60.028417	 62.028514	
MRI_faces_102	 2	 1	 before	 1	 1080.jpg	 3	 1	 65.028549	 67.028593	
MRI_faces_102	 2	 1	 before	 1	 2149.jpg	 46	 0	 70.028650	 72.028579	
MRI_faces_102	 2	 1	 before	 1	 2153.jpg	 12	 0	 75.028721	 77.028711	
MRI_faces_102	 2	 1	 before	 1	 1031.jpg	 17	 1	 79.028754	 81.028776	
MRI_faces_102	 2	 1	 before	 1	 1246.jpg	 55	 1	 83.028767	 85.028869	
MRI_faces_102	 2	 1	 before	 1	 1127.jpg	 51	 1	 87.028786	 89.028826	
MRI_faces_102	 2	 1	 before	 1	 2110.jpg	 56	 0	 90.028856	 92.028919	
MRI_faces_102	 2	 1	 before	 1	 1150.jpg	 53	 1	 94.028974	 96.028964	
MRI_faces_102	 2	 1	 before	 1	 1114.jpg	 6	 1	 97.028976	 99.028934	
MRI_faces_102	 2	 1	 before	 1	 1202.jpg	 22	 1	 100.029043	 102.029117	
MRI_faces_102	 2	 1	 before	 1	 2128.jpg	 40	 0	 103.029090	 105.029015	
MRI_faces_102	 2	 1	 before	 1	 1027.jpg	 48	 1	 107.029062	 109.029089	
MRI_faces_102	 2	 1	 before	 1	 2045.jpg	 50	 0	 112.029117	 114.029183	
MRI_faces_102	 2	 1	 before	 1	 1204.jpg	 57	 1	 115.029269	 117.029208	
MRI_faces_102	 2	 1	 before	 1	 2212.jpg	 10	 0	 118.029211	 120.029242	
MRI_faces_102	 2	 1	 before	 1	 1192.jpg	 47	 1	 123.029299	 125.029500	
MRI_faces_102	 2	 1	 before	 1	 1013.jpg	 45	 1	 126.029678	 128.030060	
MRI_faces_102	 2	 1	 before	 1	 1191.jpg	 18	 1	 129.030232	 131.030576	
MRI_faces_102	 2	 1	 before	 1	 2010.jpg	 8	 0	 134.029412	 136.029448	
MRI_faces_102	 2	 1	 before	 1	 2063.jpg	 21	 0	 139.029537	 141.029459	
MRI_faces_102	 2	 1	 before	 1	 1060.jpg	 52	 1	 142.029531	 144.029568	
MRI_faces_102	 2	 1	 before	 1	 2194.jpg	 42	 0	 145.029621	 147.029523	
MRI_faces_102	 2	 1	 before	 1	 1050.jpg	 41	 1	 148.029657	 150.029603	
MRI_faces_102	 2	 1	 before	 1	 1226.jpg	 58	 1	 151.029675	 153.029620	
MRI_faces_102	 2	 1	 before	 1	 1262.jpg	 11	 1	 158.029699	 160.029759	
MRI_faces_102	 2	 1	 before	 1	 1216.jpg	 16	 1	 161.029710	 163.019400	
