subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_127	 1	 1	 after	 1	 2194.jpg	 58	 0	 2.161267	 4.031477	
MRI_faces_127	 1	 1	 after	 1	 1052.jpg	 53	 1	 8.031599	 10.031647	
MRI_faces_127	 1	 1	 after	 1	 2181.jpg	 4	 0	 11.031618	 13.031636	
MRI_faces_127	 1	 1	 after	 1	 2155.jpg	 6	 0	 15.031646	 17.031749	
MRI_faces_127	 1	 1	 after	 1	 1031.jpg	 13	 1	 19.031760	 21.031771	
MRI_faces_127	 1	 1	 after	 1	 2010.jpg	 19	 0	 27.032582	 29.032843	
MRI_faces_127	 1	 1	 after	 1	 1173.jpg	 50	 1	 30.035465	 32.033402	
MRI_faces_127	 1	 1	 after	 1	 1035.jpg	 8	 1	 35.034002	 37.034229	
MRI_faces_127	 1	 1	 after	 1	 1073.jpg	 18	 1	 38.031998	 40.032063	
MRI_faces_127	 1	 1	 after	 1	 1114.jpg	 16	 1	 44.032165	 46.032207	
MRI_faces_127	 1	 1	 after	 1	 1204.jpg	 55	 1	 49.032217	 51.032315	
MRI_faces_127	 1	 1	 after	 1	 2118.jpg	 10	 0	 52.032366	 54.032299	
MRI_faces_127	 1	 1	 after	 1	 1226.jpg	 48	 1	 56.032292	 58.032356	
MRI_faces_127	 1	 1	 after	 1	 2089.jpg	 15	 0	 60.032432	 62.032377	
MRI_faces_127	 1	 1	 after	 1	 1080.jpg	 57	 1	 65.032421	 67.032462	
MRI_faces_127	 1	 1	 after	 1	 1013.jpg	 44	 1	 70.032545	 72.032551	
MRI_faces_127	 1	 1	 after	 1	 1050.jpg	 17	 1	 75.032543	 77.032581	
MRI_faces_127	 1	 1	 after	 1	 2112.jpg	 14	 0	 79.032695	 81.032676	
MRI_faces_127	 1	 1	 after	 1	 1246.jpg	 54	 1	 83.032658	 85.032847	
MRI_faces_127	 1	 1	 after	 1	 1262.jpg	 56	 1	 87.032730	 89.032801	
MRI_faces_127	 1	 1	 after	 1	 1150.jpg	 49	 1	 90.032883	 92.032865	
MRI_faces_127	 1	 1	 after	 1	 2153.jpg	 3	 0	 94.032850	 96.032924	
MRI_faces_127	 1	 1	 after	 1	 2043.jpg	 47	 0	 97.032895	 99.032886	
MRI_faces_127	 1	 1	 after	 1	 2212.jpg	 11	 0	 100.033028	 102.032973	
MRI_faces_127	 1	 1	 after	 1	 2125.jpg	 5	 0	 103.033090	 105.033000	
MRI_faces_127	 1	 1	 after	 1	 2240.jpg	 9	 0	 107.033042	 109.033066	
MRI_faces_127	 1	 1	 after	 1	 2053.jpg	 12	 0	 112.033041	 114.033104	
MRI_faces_127	 1	 1	 after	 1	 2058.jpg	 51	 0	 115.033164	 117.033204	
MRI_faces_127	 1	 1	 after	 1	 1183.jpg	 40	 1	 118.033217	 120.033269	
MRI_faces_127	 1	 1	 after	 1	 2045.jpg	 43	 0	 123.033268	 125.033207	
MRI_faces_127	 1	 1	 after	 1	 2128.jpg	 52	 0	 126.033315	 128.033608	
MRI_faces_127	 1	 1	 after	 1	 2015.jpg	 46	 0	 129.033722	 131.034066	
MRI_faces_127	 1	 1	 after	 1	 1216.jpg	 21	 1	 134.034545	 136.033440	
MRI_faces_127	 1	 1	 after	 1	 1007.jpg	 7	 1	 139.033416	 141.033485	
MRI_faces_127	 1	 1	 after	 1	 1060.jpg	 39	 1	 142.033501	 144.033477	
MRI_faces_127	 1	 1	 after	 1	 2218.jpg	 20	 0	 145.033591	 147.033630	
MRI_faces_127	 1	 1	 after	 1	 1210.jpg	 42	 1	 148.033580	 150.033639	
MRI_faces_127	 1	 1	 after	 1	 1145.jpg	 45	 1	 151.033633	 153.021235	
MRI_faces_127	 1	 1	 after	 1	 1191.jpg	 41	 1	 158.033664	 160.033667	
MRI_faces_127	 1	 1	 after	 1	 2248.jpg	 22	 0	 161.033711	 163.033756	
