subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_131	 1	 1	 before	 1	 2053.jpg	 45	 0	 2.153180	 4.020186	
MRI_faces_131	 1	 1	 before	 1	 1035.jpg	 46	 1	 7.020598	 9.020953	
MRI_faces_131	 1	 1	 before	 1	 2089.jpg	 12	 0	 10.021877	 12.022350	
MRI_faces_131	 1	 1	 before	 1	 1183.jpg	 53	 1	 16.022191	 18.019426	
MRI_faces_131	 1	 1	 before	 1	 1262.jpg	 39	 1	 19.022740	 21.019562	
MRI_faces_131	 1	 1	 before	 1	 2006.jpg	 10	 0	 22.019506	 24.019665	
MRI_faces_131	 1	 1	 before	 1	 1127.jpg	 57	 1	 27.019640	 29.019647	
MRI_faces_131	 1	 1	 before	 1	 2209.jpg	 15	 0	 30.019648	 32.019664	
MRI_faces_131	 1	 1	 before	 1	 1226.jpg	 42	 1	 33.019730	 35.019738	
MRI_faces_131	 1	 1	 before	 1	 1216.jpg	 51	 1	 37.019785	 39.019754	
MRI_faces_131	 1	 1	 before	 1	 1146.jpg	 48	 1	 40.019754	 42.019812	
MRI_faces_131	 1	 1	 before	 1	 2212.jpg	 5	 0	 45.019884	 47.019950	
MRI_faces_131	 1	 1	 before	 1	 1150.jpg	 54	 1	 52.019988	 54.020079	
MRI_faces_131	 1	 1	 before	 1	 2010.jpg	 9	 0	 56.020095	 58.020026	
MRI_faces_131	 1	 1	 before	 1	 2149.jpg	 41	 0	 59.020028	 61.020174	
MRI_faces_131	 1	 1	 before	 1	 2248.jpg	 8	 0	 62.020110	 64.020183	
MRI_faces_131	 1	 1	 before	 1	 2194.jpg	 56	 0	 65.020221	 67.020201	
MRI_faces_131	 1	 1	 before	 1	 2153.jpg	 7	 0	 68.020168	 70.020173	
MRI_faces_131	 1	 1	 before	 1	 1013.jpg	 44	 1	 72.020273	 74.020309	
MRI_faces_131	 1	 1	 before	 1	 2229.jpg	 20	 0	 77.020275	 79.020403	
MRI_faces_131	 1	 1	 before	 1	 2045.jpg	 52	 0	 81.020350	 83.020403	
MRI_faces_131	 1	 1	 before	 1	 2015.jpg	 22	 0	 86.020563	 88.020497	
MRI_faces_131	 1	 1	 before	 1	 2024.jpg	 40	 0	 92.020540	 94.020498	
MRI_faces_131	 1	 1	 before	 1	 2110.jpg	 55	 0	 97.020642	 99.020608	
MRI_faces_131	 1	 1	 before	 1	 2058.jpg	 16	 0	 101.020635	 103.020758	
MRI_faces_131	 1	 1	 before	 1	 1210.jpg	 14	 1	 104.020914	 106.021308	
MRI_faces_131	 1	 1	 before	 1	 2155.jpg	 3	 0	 107.021483	 109.021788	
MRI_faces_131	 1	 1	 before	 1	 1073.jpg	 19	 1	 115.022936	 117.020893	
MRI_faces_131	 1	 1	 before	 1	 1019.jpg	 43	 1	 119.020860	 121.020923	
MRI_faces_131	 1	 1	 before	 1	 1202.jpg	 11	 1	 122.024074	 124.020912	
MRI_faces_131	 1	 1	 before	 1	 1145.jpg	 58	 1	 127.021007	 129.021041	
MRI_faces_131	 1	 1	 before	 1	 2063.jpg	 17	 0	 130.021038	 132.021108	
MRI_faces_131	 1	 1	 before	 1	 1052.jpg	 47	 1	 134.021057	 136.021165	
MRI_faces_131	 1	 1	 before	 1	 2218.jpg	 4	 0	 137.021070	 139.021187	
MRI_faces_131	 1	 1	 before	 1	 2094.jpg	 6	 0	 142.021186	 144.021228	
MRI_faces_131	 1	 1	 before	 1	 2164.jpg	 21	 0	 145.021196	 147.021189	
MRI_faces_131	 1	 1	 before	 1	 1017.jpg	 49	 1	 150.021293	 152.021366	
MRI_faces_131	 1	 1	 before	 1	 1114.jpg	 18	 1	 154.021387	 156.021410	
MRI_faces_131	 1	 1	 before	 1	 2112.jpg	 13	 0	 157.021379	 159.021438	
MRI_faces_131	 1	 1	 before	 1	 1080.jpg	 50	 1	 161.021398	 163.021497	
