subjectID	order	run	before_or_after	session	itemName	bidInd	isMale	onsettime	fixationTime	onset	duration
"MRI_faces_127	"	1	1	"before	"	1	"1183.jpg	"	40	1	2.15644	4.021189	2.15644	2
"MRI_faces_127	"	1	1	"before	"	1	"2118.jpg	"	10	0	8.022044	10.022354	8.022044	2
"MRI_faces_127	"	1	1	"before	"	1	"1191.jpg	"	41	1	11.022599	13.022873	11.022599	2
"MRI_faces_127	"	1	1	"before	"	1	"1114.jpg	"	16	1	15.023247	17.023651	15.023247	2
"MRI_faces_127	"	1	1	"before	"	1	"1080.jpg	"	57	1	19.02399	21.024276	19.02399	2
"MRI_faces_127	"	1	1	"before	"	1	"2125.jpg	"	5	0	27.017072	29.017093	27.017072	2
"MRI_faces_127	"	1	1	"before	"	1	"1226.jpg	"	48	1	30.017186	32.017182	30.017186	2
"MRI_faces_127	"	1	1	"before	"	1	"2194.jpg	"	58	0	35.017223	37.017325	35.017223	2
"MRI_faces_127	"	1	1	"before	"	1	"2248.jpg	"	22	0	38.017229	40.017319	38.017229	2
"MRI_faces_127	"	1	1	"before	"	1	"2010.jpg	"	19	0	44.017404	46.01742	44.017404	2
"MRI_faces_127	"	1	1	"before	"	1	"2218.jpg	"	20	0	49.017479	51.017454	49.017479	2
"MRI_faces_127	"	1	1	"before	"	1	"2043.jpg	"	47	0	52.017507	54.017612	52.017507	2
"MRI_faces_127	"	1	1	"before	"	1	"1035.jpg	"	8	1	56.017505	58.017563	56.017505	2
"MRI_faces_127	"	1	1	"before	"	1	"2240.jpg	"	9	0	60.017626	62.017648	60.017626	2
"MRI_faces_127	"	1	1	"before	"	1	"1150.jpg	"	49	1	65.017767	67.017739	65.017767	2
"MRI_faces_127	"	1	1	"before	"	1	"2015.jpg	"	46	0	70.017736	72.017772	70.017736	2
"MRI_faces_127	"	1	1	"before	"	1	"2153.jpg	"	3	0	75.017786	77.017889	75.017786	2
"MRI_faces_127	"	1	1	"before	"	1	"2053.jpg	"	12	0	79.017887	81.018213	79.017887	2
"MRI_faces_127	"	1	1	"before	"	1	"2045.jpg	"	43	0	83.018504	85.018818	83.018504	2
"MRI_faces_127	"	1	1	"before	"	1	"1173.jpg	"	50	1	87.01925	89.019549	87.01925	2
"MRI_faces_127	"	1	1	"before	"	1	"1246.jpg	"	54	1	90.022047	92.022237	90.022047	2
"MRI_faces_127	"	1	1	"before	"	1	"1007.jpg	"	7	1	94.021606	96.022612	94.021606	2
"MRI_faces_127	"	1	1	"before	"	1	"1050.jpg	"	17	1	97.020963	99.02131	97.020963	2
"MRI_faces_127	"	1	1	"before	"	1	"1145.jpg	"	45	1	100.021451	102.02178	100.021451	2
"MRI_faces_127	"	1	1	"before	"	1	"1031.jpg	"	13	1	103.021985	105.022412	103.021985	2
"MRI_faces_127	"	1	1	"before	"	1	"2128.jpg	"	52	0	107.022678	109.02307	107.022678	2
"MRI_faces_127	"	1	1	"before	"	1	"1204.jpg	"	55	1	112.023535	114.024013	112.023535	2
"MRI_faces_127	"	1	1	"before	"	1	"1262.jpg	"	56	1	115.024094	117.024489	115.024094	2
"MRI_faces_127	"	1	1	"before	"	1	"2155.jpg	"	6	0	118.024663	120.025006	118.024663	2
"MRI_faces_127	"	1	1	"before	"	1	"1013.jpg	"	44	1	123.018441	125.018553	123.018441	2
"MRI_faces_127	"	1	1	"before	"	1	"2112.jpg	"	14	0	126.018585	128.018579	126.018585	2
"MRI_faces_127	"	1	1	"before	"	1	"2058.jpg	"	51	0	129.018568	131.018514	129.018568	2
"MRI_faces_127	"	1	1	"before	"	1	"1210.jpg	"	42	1	134.018689	136.018583	134.018689	2
"MRI_faces_127	"	1	1	"before	"	1	"2089.jpg	"	15	0	139.018649	141.018688	139.018649	2
"MRI_faces_127	"	1	1	"before	"	1	"1052.jpg	"	53	1	142.018738	144.018758	142.018738	2
"MRI_faces_127	"	1	1	"before	"	1	"2212.jpg	"	11	0	145.018786	147.018729	145.018786	2
"MRI_faces_127	"	1	1	"before	"	1	"1073.jpg	"	18	1	148.018837	150.018833	148.018837	2
"MRI_faces_127	"	1	1	"before	"	1	"1216.jpg	"	21	1	151.018816	153.018883	151.018816	2
"MRI_faces_127	"	1	1	"before	"	1	"1060.jpg	"	39	1	158.0189	160.018987	158.0189	2
"MRI_faces_127	"	1	1	"before	"	1	"2181.jpg	"	4	0	161.018967	163.019086	161.018967	2
