subjectID	order	run	before_or_after	session	itemName	bidInd	isMale	onsettime	fixationTime	onset	duration
"MRI_faces_140	"	2	1	"before	"	1	"2053.jpg	"	20	0	2.150826	4.017547	2.150826	2
"MRI_faces_140	"	2	1	"before	"	1	"2043.jpg	"	39	0	6.017647	8.01772	6.017647	2
"MRI_faces_140	"	2	1	"before	"	1	"2149.jpg	"	55	0	11.0177	13.017656	11.0177	2
"MRI_faces_140	"	2	1	"before	"	1	"1204.jpg	"	54	1	15.01775	17.017712	15.01775	2
"MRI_faces_140	"	2	1	"before	"	1	"1146.jpg	"	40	1	20.017769	22.017926	20.017769	2
"MRI_faces_140	"	2	1	"before	"	1	"2089.jpg	"	15	0	24.018334	26.022115	24.018334	2
"MRI_faces_140	"	2	1	"before	"	1	"2039.jpg	"	16	0	27.018786	29.019252	27.018786	2
"MRI_faces_140	"	2	1	"before	"	1	"2024.jpg	"	12	0	31.019541	33.01986	31.019541	2
"MRI_faces_140	"	2	1	"before	"	1	"2063.jpg	"	14	0	35.017968	37.018095	35.017968	2
"MRI_faces_140	"	2	1	"before	"	1	"1130.jpg	"	43	1	41.018078	43.018115	41.018078	2
"MRI_faces_140	"	2	1	"before	"	1	"1027.jpg	"	51	1	44.021639	46.018134	44.021639	2
"MRI_faces_140	"	2	1	"before	"	1	"2015.jpg	"	42	0	47.018153	49.01829	47.018153	2
"MRI_faces_140	"	2	1	"before	"	1	"1150.jpg	"	44	1	52.023252	54.018286	52.023252	2
"MRI_faces_140	"	2	1	"before	"	1	"1127.jpg	"	49	1	60.018463	62.01846	60.018463	2
"MRI_faces_140	"	2	1	"before	"	1	"1013.jpg	"	6	1	63.018429	65.018524	63.018429	2
"MRI_faces_140	"	2	1	"before	"	1	"2181.jpg	"	21	0	66.018491	68.018471	66.018491	2
"MRI_faces_140	"	2	1	"before	"	1	"1031.jpg	"	10	1	69.018515	71.018568	69.018515	2
"MRI_faces_140	"	2	1	"before	"	1	"1073.jpg	"	19	1	72.018585	74.018605	72.018585	2
"MRI_faces_140	"	2	1	"before	"	1	"1246.jpg	"	56	1	75.018546	77.018659	75.018546	2
"MRI_faces_140	"	2	1	"before	"	1	"2045.jpg	"	7	0	79.018633	81.018666	79.018633	2
"MRI_faces_140	"	2	1	"before	"	1	"2041.jpg	"	17	0	82.018707	84.018696	82.018707	2
"MRI_faces_140	"	2	1	"before	"	1	"1255.jpg	"	9	1	85.01868	87.018724	85.01868	2
"MRI_faces_140	"	2	1	"before	"	1	"1210.jpg	"	41	1	90.018739	92.018862	90.018739	2
"MRI_faces_140	"	2	1	"before	"	1	"2155.jpg	"	48	0	95.018932	97.018922	95.018932	2
"MRI_faces_140	"	2	1	"before	"	1	"2010.jpg	"	22	0	102.018977	104.019034	102.018977	2
"MRI_faces_140	"	2	1	"before	"	1	"1192.jpg	"	58	1	105.018979	107.019003	105.018979	2
"MRI_faces_140	"	2	1	"before	"	1	"2094.jpg	"	13	0	108.019041	110.019058	108.019041	2
"MRI_faces_140	"	2	1	"before	"	1	"2218.jpg	"	18	0	111.019083	113.019122	111.019083	2
"MRI_faces_140	"	2	1	"before	"	1	"1060.jpg	"	57	1	116.019128	118.019171	116.019128	2
"MRI_faces_140	"	2	1	"before	"	1	"1191.jpg	"	47	1	119.019238	121.019186	119.019238	2
"MRI_faces_140	"	2	1	"before	"	1	"1035.jpg	"	4	1	122.019299	124.019309	122.019299	2
"MRI_faces_140	"	2	1	"before	"	1	"2240.jpg	"	5	0	125.019286	127.01968	125.019286	2
"MRI_faces_140	"	2	1	"before	"	1	"2248.jpg	"	11	0	130.022517	132.020523	130.022517	2
"MRI_faces_140	"	2	1	"before	"	1	"1007.jpg	"	46	1	135.019372	137.019407	135.019372	2
"MRI_faces_140	"	2	1	"before	"	1	"1019.jpg	"	45	1	139.019427	141.019545	139.019427	2
"MRI_faces_140	"	2	1	"before	"	1	"2118.jpg	"	8	0	145.019523	147.019568	145.019523	2
"MRI_faces_140	"	2	1	"before	"	1	"2125.jpg	"	3	0	148.019587	150.019594	148.019587	2
"MRI_faces_140	"	2	1	"before	"	1	"1052.jpg	"	52	1	152.019649	154.019732	152.019649	2
"MRI_faces_140	"	2	1	"before	"	1	"1145.jpg	"	53	1	157.019754	159.019737	157.019754	2
"MRI_faces_140	"	2	1	"before	"	1	"1226.jpg	"	50	1	161.019811	163.01983	161.019811	2
