subjectID	order	run	before_or_after	session	itemName	bidInd	isMale	onsettime	fixationTime	onset	duration
"MRI_faces_139	"	1	1	"after	"	2	"2006.jpg	"	5	0	2.137504	4.021066	2.137504	2
"MRI_faces_139	"	1	1	"after	"	2	"2209.jpg	"	7	0	6.021271	8.021579	6.021271	2
"MRI_faces_139	"	1	1	"after	"	2	"2181.jpg	"	51	0	11.022124	13.022439	11.022124	2
"MRI_faces_139	"	1	1	"after	"	2	"1073.jpg	"	13	1	15.02283	17.023184	15.02283	2
"MRI_faces_139	"	1	1	"after	"	2	"1007.jpg	"	45	1	20.0242	22.024945	20.0242	2
"MRI_faces_139	"	1	1	"after	"	2	"1027.jpg	"	39	1	24.024216	26.024832	24.024216	2
"MRI_faces_139	"	1	1	"after	"	2	"1262.jpg	"	19	1	27.021427	29.02152	27.021427	2
"MRI_faces_139	"	1	1	"after	"	2	"2118.jpg	"	3	0	31.021448	33.021433	31.021448	2
"MRI_faces_139	"	1	1	"after	"	2	"2155.jpg	"	54	0	35.021502	37.021597	35.021502	2
"MRI_faces_139	"	1	1	"after	"	2	"2053.jpg	"	20	0	41.02162	43.021621	41.02162	2
"MRI_faces_139	"	1	1	"after	"	2	"2039.jpg	"	47	0	44.021645	46.021649	44.021645	2
"MRI_faces_139	"	1	1	"after	"	2	"2164.jpg	"	52	0	47.021751	49.021667	47.021751	2
"MRI_faces_139	"	1	1	"after	"	2	"1173.jpg	"	48	1	52.021758	54.021804	52.021758	2
"MRI_faces_139	"	1	1	"after	"	2	"2229.jpg	"	40	0	60.021905	62.02191	60.021905	2
"MRI_faces_139	"	1	1	"after	"	2	"1216.jpg	"	43	1	63.021866	65.02191	63.021866	2
"MRI_faces_139	"	1	1	"after	"	2	"2089.jpg	"	18	0	66.021965	68.02202	66.021965	2
"MRI_faces_139	"	1	1	"after	"	2	"2094.jpg	"	11	0	69.022005	71.022053	69.022005	2
"MRI_faces_139	"	1	1	"after	"	2	"1130.jpg	"	53	1	72.022041	74.022074	72.022041	2
"MRI_faces_139	"	1	1	"after	"	2	"1017.jpg	"	10	1	75.022113	77.02214	75.022113	2
"MRI_faces_139	"	1	1	"after	"	2	"1210.jpg	"	22	1	79.022169	81.022205	79.022169	2
"MRI_faces_139	"	1	1	"after	"	2	"1191.jpg	"	44	1	82.022207	84.022139	82.022207	2
"MRI_faces_139	"	1	1	"after	"	2	"1050.jpg	"	42	1	85.02222	87.022171	85.02222	2
"MRI_faces_139	"	1	1	"after	"	2	"1060.jpg	"	41	1	90.022383	92.022233	90.022383	2
"MRI_faces_139	"	1	1	"after	"	2	"1255.jpg	"	6	1	95.022418	97.022392	95.022418	2
"MRI_faces_139	"	1	1	"after	"	2	"2043.jpg	"	56	0	102.022393	104.022475	102.022393	2
"MRI_faces_139	"	1	1	"after	"	2	"1226.jpg	"	17	1	105.022507	107.022465	105.022507	2
"MRI_faces_139	"	1	1	"after	"	2	"2045.jpg	"	12	0	108.022506	110.022734	108.022506	2
"MRI_faces_139	"	1	1	"after	"	2	"2194.jpg	"	58	0	111.02292	113.023281	111.02292	2
"MRI_faces_139	"	1	1	"after	"	2	"2149.jpg	"	49	0	116.023792	118.026639	116.023792	2
"MRI_faces_139	"	1	1	"after	"	2	"2128.jpg	"	9	0	119.024269	121.022702	119.024269	2
"MRI_faces_139	"	1	1	"after	"	2	"1204.jpg	"	50	1	122.026636	124.026303	122.026636	2
"MRI_faces_139	"	1	1	"after	"	2	"2153.jpg	"	4	0	125.022787	127.022732	125.022787	2
"MRI_faces_139	"	1	1	"after	"	2	"2024.jpg	"	46	0	130.026252	132.026391	130.026252	2
"MRI_faces_139	"	1	1	"after	"	2	"2240.jpg	"	8	0	135.022806	137.022937	135.022806	2
"MRI_faces_139	"	1	1	"after	"	2	"2125.jpg	"	16	0	139.022879	141.023002	139.022879	2
"MRI_faces_139	"	1	1	"after	"	2	"2058.jpg	"	55	0	145.022932	147.023022	145.022932	2
"MRI_faces_139	"	1	1	"after	"	2	"1246.jpg	"	57	1	148.02298	150.023036	148.02298	2
"MRI_faces_139	"	1	1	"after	"	2	"2110.jpg	"	21	0	152.02307	154.023171	152.02307	2
"MRI_faces_139	"	1	1	"after	"	2	"2063.jpg	"	14	0	157.023162	159.023101	157.023162	2
"MRI_faces_139	"	1	1	"after	"	2	"1146.jpg	"	15	1	161.023153	163.02322	161.023153	2
