trial,time,stimulus,RT,KeyPressed,Is correct
1,,Fixation,,,
2,,Fixation,,,
3,,Fixation,,,
4,,Fixation,,,
5,,Fixation,,,
6,,Fixation,,,
7,,Fixation,,,
8,,Fixation,,,
9,,Fixation,,,
10,,Fixation,,,
11,,Fixation,,,
12,,Fixation,,,
13,,Fixation,,,
14,,Fixation,,,
15,,Fixation,,,
16,,Fixation,,,
17,16.0436,Coffee.avi,none,none,TRUE
18,17.0398,StopWatch.avi,none,none,TRUE
19,18.0419,Tennis.avi,none,none,TRUE
20,19.0419,Flag.avi,none,none,TRUE
21,20.0419,Water.avi,none,none,TRUE
22,21.042,Toilet.avi,none,none,TRUE
23,22.0418,RecPlayer.avi,none,none,TRUE
24,23.0419,RecPlayer.avi,0.63082,b,TRUE
25,24.0419,Leaves.avi,none,none,TRUE
26,25.0418,Globe.avi,none,none,TRUE
27,26.0413,Opener.avi,none,none,TRUE
28,27.042,Discs.avi,none,none,TRUE
29,28.042,Tire.avi,none,none,TRUE
30,29.042,Fan.avi,none,none,TRUE
31,30.0419,Fan.avi,0.5844,b,TRUE
32,31.0419,Candle.avi,none,none,TRUE
33,32.0484,RecPlayer.avi,none,none,TRUE
34,33.0669,RecPlayer.avi,0.58782,b,TRUE
35,34.0486,Toilet.avi,none,none,TRUE
36,35.0486,Tire.avi,none,none,TRUE
37,36.0486,Leaves.avi,none,none,TRUE
38,37.0487,Globe.avi,none,none,TRUE
39,38.0487,Flag.avi,none,none,TRUE
40,39.0487,Water.avi,none,none,TRUE
41,40.0486,Water.avi,0.62421,b,TRUE
42,41.0486,Fan.avi,none,none,TRUE
43,42.0486,StopWatch.avi,none,none,TRUE
44,43.0486,Opener.avi,none,none,TRUE
45,44.0486,Discs.avi,none,none,TRUE
46,45.0487,Candle.avi,none,none,TRUE
47,46.0487,Tennis.avi,none,none,TRUE
48,47.0486,Coffee.avi,none,none,TRUE
49,48.0533,MVI_0936_new.avi,none,none,TRUE
50,49.076,MVI_0922_new.avi,none,none,TRUE
51,50.0545,MVI_0921_new.avi,none,none,TRUE
52,51.0547,MVI_0929_new.avi,none,none,TRUE
53,52.0546,MVI_0935_new.avi,none,none,TRUE
54,53.0546,MVI_0917_new.avi,none,none,TRUE
55,54.0547,MVI_0915_new.avi,none,none,TRUE
56,55.0537,MVI_0915_new.avi,0.66445,b,TRUE
57,56.0546,MVI_0920_new.avi,none,none,TRUE
58,57.0547,MVI_0919_new.avi,none,none,TRUE
59,58.0547,MVI_0919_new.avi,0.73778,b,TRUE
60,59.0546,MVI_0934_new.avi,none,none,TRUE
61,60.0546,MVI_0931_new.avi,none,none,TRUE
62,61.0546,MVI_0930_new.avi,none,none,TRUE
63,62.0546,MVI_0932_new.avi,none,none,TRUE
64,63.0547,MVI_0937_new.avi,none,none,TRUE
65,64.0591,MVI_0921_new.avi,none,none,TRUE
66,65.0818,MVI_0930_new.avi,none,none,TRUE
67,66.0605,MVI_0929_new.avi,none,none,TRUE
68,67.0604,MVI_0920_new.avi,none,none,TRUE
69,68.0604,MVI_0937_new.avi,none,none,TRUE
70,69.0605,MVI_0915_new.avi,none,none,TRUE
71,70.0604,MVI_0915_new.avi,0.62632,b,TRUE
72,71.0605,MVI_0932_new.avi,none,none,TRUE
73,72.0604,MVI_0922_new.avi,none,none,TRUE
74,73.0604,MVI_0917_new.avi,none,none,TRUE
75,74.0604,MVI_0936_new.avi,none,none,TRUE
76,75.0604,MVI_0919_new.avi,none,none,TRUE
77,76.0604,MVI_0931_new.avi,none,none,TRUE
78,77.0604,MVI_0934_new.avi,none,none,TRUE
